"birthName","rdf-schema#label","award_label","birthDate","birthYear","birthPlace_label","deathDate","deathPlace_label","citizenship_label","nationality_label","stateOfOrigin_label","almaMater_label","field_label","22-rdf-syntax-ns#type_label","nobel_prize"
"NULL","John Pople","Nobel Prize in Chemistry","1925-10-31","1925-01-01T00:00:00+02:00","{England|Burnham-on-Sea|Somerset}","2004-03-15","{Chicago|Illinois|United States}","NULL","United Kingdom","NULL","University of Cambridge","{Computational chemistry|Quantum chemistry|Theoretical chemistry}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|TheoreticalChemists|Absentee109757653|Acquirer109764201|AlumniOfTrinityCollegeCambridge|Alumnus109786338|AmericanNobelLaureates|Associate109816771|BritishChemists|BritishExpatriatesInTheUnitedStates|BritishNobelLaureates|CausalAgent100007347|Chemist109913824|Colleague109935990|Emigrant110051975|Exile110071332|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|EnglishEmigrantsToTheUnitedStates|FellowsOfTheRoyalSociety|Migrant110314952|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleEducatedAtBristolGrammarSchool|PeopleFromBurnham-on-Sea|PhysicalChemists|YagoLegalActor}","Nobel Prize in Chemistry"
"NULL","Kim Dae-jung","Nobel Peace Prize","1925-12-03","1925-01-01T00:00:00+02:00","{South Korea|South Jeolla Province|Sinan County South Jeolla|Korea under Japanese rule|Hauido}","2009-08-18","{South Korea|Seoul}","NULL","NULL","NULL","NULL","NULL","{agent|person|politician|president|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Politician|PresidentOfOrganization|HonoraryFellowsOfClareHallCambridge|KidnappedPoliticians|KidnappedSouthKoreanPeople|Acquirer109764201|Associate109816771|AttemptedAssassinationSurvivors|CausalAgent100007347|Colleague109935990|Communicator109610660|Convert109962414|Disputant109615465|HeadOfState110164747|Honoree110183757|Laureate110249011|Leader109623038|LivingThing100004258|Militant110315837|Negotiator110351874|Object100002684|Organism100004475|Peer109626238|Person100007846|Politician110451263|President110467179|Recipient109627906|Reformer110515194|Representative110522035|Survivor110681194|Unfortunate109630641|Whole100003553|YagoLegalActorGeo|ConvertsToRomanCatholicism|DemocraticParty(SouthKorea2005)Politicians|FellowsOfClareHallCambridge|PhysicalEntity100001930|PresidentsOfSouthKorea|SouthKoreanDemocracyActivists|SouthKoreanNobelLaureates|NobelPeacePrizeLaureates|PeopleFromSouthJeollaProvince|YagoLegalActor}","Nobel Peace Prize"
"NULL","Irwin Rose","Nobel Prize in Chemistry","1926-07-16","1926-01-01T00:00:00+02:00","Brooklyn","NULL","NULL","NULL","NULL","NULL","University of Chicago","Biology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LivingPeople|Acquirer109764201|AmericanBiologists|AmericanNobelLaureates|Biologist109855630|CausalAgent100007347|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleFromSpokaneWashington|YagoLegalActor}","Nobel Prize in Chemistry"
"NULL","Paul Berg","{Nobel Prize in Chemistry|National Medal of Science}","1926-06-30","1926-01-01T00:00:00+02:00","{Brooklyn|New York}","NULL","NULL","NULL","United States","NULL","{Case Western Reserve University|Pennsylvania State University}","Biochemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|AIDSResearchers|JewishAmericanScientists|LivingPeople|AbrahamLincolnHighSchool(BrooklynNewYork)Alumni|Acquirer109764201|Alumnus109786338|AmericanBiochemists|AmericanNobelLaureates|Associate109816771|Biochemist109854915|CausalAgent100007347|Chemist109913824|Colleague109935990|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Recipient109627906|ResearchWorker110523076|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|FellowsOfTheAmericanAcademyOfArtsAndSciences|PhysicalEntity100001930|NobelLaureatesInChemistry|PennsylvaniaStateUniversityAlumni|PeopleFromBrooklyn|YagoLegalActor}","Nobel Prize in Chemistry"
"Donald Arthur Glaser","Donald A. Glaser","{Nobel Prize in Physics|Elliott Cresson Medal}","1926-09-21","1926-01-01T00:00:00+02:00","{Cleveland|United States}","2013-02-28","{Berkeley California|United States}","NULL","NULL","NULL","{California Institute of Technology|Case School of Engineering}","{Molecular biology|Physics}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|JewishAmericanScientists|LivingPeople|Acquirer109764201|Alumnus109786338|AmericanNeuroscientists|AmericanNobelLaureates|AmericanPeopleOfRussian-JewishDescent|Biologist109855630|CausalAgent100007347|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Neuroscientist110354580|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|CaseWesternReserveUniversityAlumni|ExperimentalPhysicists|PhysicalEntity100001930|Neurobiologist110353928|Neuroscientists|NobelLaureatesInPhysics|PeopleFromClevelandOhio|YagoLegalActor}","Nobel Prize in Physics"
"NULL","Tsung-Dao Lee","{Albert Einstein Award|Nobel Prize in Physics}","1926-11-24","1926-01-01T00:00:00+02:00","{China|Shanghai|Republic of China (1912–49)}","NULL","NULL","United States","NULL","NULL","{University of Chicago|National Southwestern Associated University|Zhejiang University}","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|LivingPeople|TheoreticalPhysicists|ZhejiangUniversityAlumni|Acquirer109764201|Alumnus109786338|AmericanNobelLaureates|AmericanPhysicists|BrookhavenNationalLaboratoryNobelLaureates|CausalAgent100007347|Citizen109923673|Emigrant110051975|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scholar110557854|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|ChineseEmigrantsToTheUnitedStates|ChinesePhysicists|EthnicChineseNobelLaureates|Migrant110314952|National109625401|PhysicalEntity100001930|ShanghaiNobelLaureates|NankaiUniversityAlumni|NaturalizedCitizensOfTheUnitedStates|NobelLaureatesInPhysics|YagoLegalActor}","Nobel Prize in Physics"
"NULL","Henry Way Kendall","Nobel Prize in Physics","1926-12-09","1926-01-01T00:00:00+02:00","Boston","1999-02-15","{Florida|Edward Ball Wakulla Springs State Park}","NULL","United States","NULL","{Massachusetts Institute of Technology|Amherst College}","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|UnderwaterDivers|UnderwaterPhotographers|UnitedStatesMerchantMarineAcademyAlumni|Acquirer109764201|Alumnus109786338|AmericanNobelLaureates|AmherstCollegeAlumni|Artist109812338|Associate109816771|CausalAgent100007347|Colleague109935990|Creator109614315|Diver110019552|Explorer110072708|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Photographer110426749|Physicist110428004|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|DeerfieldAcademyAlumni|ExperimentalPhysicists|FellowsOfTheAmericanAcademyOfArtsAndSciences|PhysicalEntity100001930|NobelLaureatesInPhysics|YagoLegalActor}","Nobel Prize in Physics"
"NULL","Robert Fogel","NULL","1926-07-01","1926-01-01T00:00:00+02:00","New York City","2013-06-11","Oak Lawn Illinois","NULL","United States","NULL","{Columbia University|Stuyvesant High School|Johns Hopkins University|Cornell University}","{Cliometrics|Economic history}","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HistoriansOfTheUnitedStates|JewishAmericanHistorians|JewishAmericanSocialScientists|JohnsHopkinsUniversityAlumni|LivingPeople|Academician109759069|AcademicsOfTheUniversityOfCambridge|Acquirer109764201|Adult109605289|Alumnus109786338|AmericanEconomists|AmericanHistorians|AmericanNobelLaureates|AmericanPeopleOfRussian-JewishDescent|Associate109816771|CausalAgent100007347|Colleague109935990|Economist110043643|Educator110045713|Historian110177150|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|SocialScientist110619642|Whole100003553|YagoLegalActorGeo|ColumbiaUniversityAlumni|CornellUniversityAlumni|EconomicHistorians|FellowsOfTheEconometricSociety|PhysicalEntity100001930|StuyvesantHighSchoolAlumni|NobelLaureatesInEconomics|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences"
"NULL","Dario Fo","NULL","1926-03-24","1926-01-01T00:00:00+02:00","{Kingdom of Italy|Leggiuno|Province of Varese}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{agent|artist|person|writer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Writer|ItalianDramatistsAndPlaywrights|ItalianNobelLaureates|ItalianSatirists|ItalianStageActors|ItalianTheatreDirectors|LivingPeople|TheatrePractitioners|11ConspiracyTheorists|Acquirer109764201|ActingTheorists|Actor109765278|Adult109605289|Alumnus109786338|BreraAcademyAlumni|CausalAgent100007347|Communicator109610660|Director110015215|Dramatist110030277|Entertainer109616922|Honoree110183757|Humorist110191943|Intellectual109621545|Laureate110249011|Leader109623038|LivingThing100004258|Object100002684|Organism100004475|Performer110415638|Person100007846|Politician110451263|Practitioner110462860|Professional110480253|Recipient109627906|Satirist110552742|Scholar110557854|Superior110676018|Supervisor110676877|Survivor110681194|Theorist110706812|Unfortunate109630641|Whole100003553|Writer110794014|YagoLegalActorGeo|CommunistRefoundationPartyPoliticians|PhysicalEntity100001930|StrokeSurvivors|NobelLaureatesInLiterature|PeopleFromTheProvinceOfVarese|YagoLegalActor}","Nobel Prize in Literature"
"David Hunter Hubel","David H. Hubel","Nobel Prize in Physiology or Medicine","1926-02-27","1926-01-01T00:00:00+02:00","{Windsor Ontario|Canada}","2013-09-22","{Lincoln Massachusetts|Massachusetts|United States}","NULL","Canada","NULL","McGill University","Neurophysiology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LivingPeople|McGillUniversityAlumni|Academician109759069|Acquirer109764201|Adult109605289|Alumnus109786338|AmericanNobelLaureates|Biologist109855630|CanadianExpatriateAcademicsInTheUnitedStates|CanadianNeuroscientists|CanadianNobelLaureates|CausalAgent100007347|Educator110045713|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Neuroscientist110354580|Object100002684|Organism100004475|Person100007846|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Neurobiologist110353928|NobelLaureatesInPhysiologyOrMedicine|PeopleFromWindsorOntario|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Ben Roy Mottelson","{Nobel Prize in Physics|Franklin Institute}","1926-07-09","1926-01-01T00:00:00+02:00","Chicago","NULL","NULL","NULL","Denmark","NULL","{Purdue University|Harvard University}","Nuclear physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HarvardUniversityAlumni|LivingPeople|Acquirer109764201|Alumnus109786338|AmericanNobelLaureates|AmericanNuclearPhysicists|AmericanPhysicists|Associate109816771|CausalAgent100007347|Colleague109935990|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|NuclearPhysicist110364643|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|DanishNobelLaureates|DanishNuclearPhysicists|DanishPhysicists|FellowsOfBangladeshAcademyOfSciences|PhysicalEntity100001930|PurdueUniversityAlumni|NobelLaureatesInPhysics|YagoLegalActor}","Nobel Prize in Physics"
"Andrzej Viktor Schally","Andrew Schally","NULL","1926-11-30","1926-01-01T00:00:00+02:00","{Second Polish Republic|Vilnius}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{agent|medician|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|JewishAmericanScientists|JewishPhysicians|LivingPeople|McGillUniversityAlumni|Acquirer109764201|Adult109605289|Alumnus109786338|AmericanEndocrinologists|AmericanNobelLaureates|CausalAgent100007347|Doctor110020890|Emigrant110051975|Endocrinologist110056914|HealthProfessional110165109|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Specialist110632576|Traveler109629752|Whole100003553|YagoLegalActorGeo|MedicalPractitioner110305802|Migrant110314952|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|PolishEmigrantsToTheUnitedStates|PolishEndocrinologists|PolishNobelLaureates|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Masatoshi Koshiba","{Nobel Prize in Physics|Wolf Prize in Physics|Humboldt Prize}","1926-09-19","1926-01-01T00:00:00+02:00","{Japan|Aichi Prefecture|Toyohashi Aichi}","NULL","NULL","NULL","Japan","NULL","{University of Rochester|University of Tokyo}","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|JapaneseNobelLaureates|JapanesePhysicists|LivingPeople|Acquirer109764201|Associate109816771|CausalAgent100007347|Colleague109935990|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|FellowsOfBangladeshAcademyOfSciences|PhysicalEntity100001930|NobelLaureatesInPhysics|PeopleFromAichiPrefecture|YagoLegalActor}","Nobel Prize in Physics"
"NULL","Aaron Klug","Nobel Prize in Chemistry","1926-08-11","1926-01-01T00:00:00+02:00","{Lithuania|Želva}","NULL","NULL","NULL","NULL","NULL","Trinity College Cambridge","{Chemistry|Biophysics}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|ImmigrantsToTheUnitedKingdom|JewishChemists|JewishScientists|LithuanianEmigrantsToSouthAfrica|LithuanianNobelLaureates|LivingPeople|Academician109759069|AcademicsOfBirkbeckUniversityOfLondon|Acquirer109764201|Adult109605289|AfricanScientists|AlumniOfPeterhouseCambridge|AlumniOfTrinityCollegeCambridge|Alumnus109786338|Associate109816771|Biophysicist109856267|Biophysicists|BritishChemists|BritishNobelLaureates|CausalAgent100007347|Chemist109913824|Citizen109923673|Colleague109935990|Communicator109610660|Educator110045713|Emigrant110051975|HeadOfState110164747|Honoree110183757|Immigrant110199489|Intellectual109621545|Laureate110249011|LivingThing100004258|Negotiator110351874|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|President110467179|Professional110480253|Recipient109627906|Representative110522035|Scholar110557854|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|FellowsOfTheRoyalSociety|Migrant110314952|National109625401|PhysicalEntity100001930|PresidentsOfTheRoyalSociety|SouthAfricanEmigrantsToTheUnitedKingdom|SouthAfricanNobelLaureates|SouthAfricanScientists|NaturalisedCitizensOfTheUnitedKingdom|NobelLaureatesInChemistry|YagoLegalActor}","Nobel Prize in Chemistry"
"NULL","Abdus Salam","NULL","1926-01-29","1926-01-01T00:00:00+02:00","{Punjab Pakistan|Jhang|British Raj}","1996-11-21","Oxford","NULL","NULL","NULL","NULL","NULL","{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GovernmentCollegeUniversityLahoreAlumni|TheoreticalPhysicists|Academician109759069|AcademicsOfImperialCollegeLondon|Acquirer109764201|Adult109605289|AlumniOfStJohn'sCollegeCambridge|Alumnus109786338|Associate109816771|CausalAgent100007347|Colleague109935990|Contestant109613191|Educator110045713|Golfer110136959|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Medalist110304914|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|Player110439851|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|FellowsOfBangladeshAcademyOfSciences|FellowsOfPakistanAcademyOfSciences|FellowsOfTheRoyalSociety|PhysicalEntity100001930|PunjabiNobelLaureates|RoyalMedalWinners|MuslimScholars|NobelLaureatesInPhysics|PakistaniAcademics|PakistaniNobelLaureates|PakistaniPhysicists|PakistaniScholars|PeopleFromJhangDistrict|YagoLegalActor}","Nobel Prize in Physics"
"NULL","Manfred Eigen","Nobel Prize in Chemistry","1927-05-09","1927-01-01T00:00:00+02:00","{Weimar Republic|Bochum}","NULL","NULL","NULL","Germany","NULL","University of Göttingen","Biophysical chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GermanNobelLaureates|GermanScientists|LivingPeople|Acquirer109764201|Adult109605289|Alumnus109786338|Biophysicist109856267|Biophysicists|CausalAgent100007347|Chemist109913824|Educator110045713|Honoree110183757|Intellectual109621545|Laureate110249011|Lector110252222|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|FaradayLecturers|PhysicalEntity100001930|StudienstiftungAlumni|NobelLaureatesInChemistry|PeopleFromBochum|PeopleFromTheProvinceOfWestphalia|PhysicalChemists|YagoLegalActor}","Nobel Prize in Chemistry"
