"birthName","rdf-schema#label","award_label","birthDate","birthYear","birthPlace_labeldeathDate","deathPlace_label","citizenship_label","nationality_label","almaMater_label","field_label","22-rdf-syntax-ns#type_label"
"NULL","Carlo Rubbia","Nobel Prize in Physics","1934-03-31","1934-01-01T00:00:00+02:00","NULL","NULL","NULL","Italy","{Columbia University|Scuola Normale Superiore di Pisa}","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|ItalianNobelLaureates|ItalianPhysicists|LivingPeople|Acquirer109764201|CausalAgent100007347|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|ExperimentalPhysicists|PhysicalEntity100001930|NobelLaureatesInPhysics|PeopleFromGorizia|PeopleFromTheProvinceOfGorizia|YagoLegalActor}"
"NULL","William Forsyth Sharpe","Nobel Memorial Prize in Economic Sciences","1934-06-16","1934-01-01T00:00:00+02:00","NULL","NULL","NULL","United States","University of California Los Angeles","Economics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LivingPeople|Acquirer109764201|AmericanEconomists|AmericanNobelLaureates|CausalAgent100007347|Economist110043643|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|SocialScientist110619642|Whole100003553|YagoLegalActorGeo|FinancialEconomists|PhysicalEntity100001930|NobelLaureatesInEconomics|YagoLegalActor}"
"NULL","Clive Granger","Nobel Memorial Prize in Economic Sciences","1934-09-04","1934-01-01T00:00:00+02:00","NULL","{San Diego|United States}","NULL","United Kingdom","University of Nottingham","{Econometrics|Financial economics}","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|TimeSeriesEconometricians|WelshNobelLaureates|Academician109759069|AcademicsOfTheUniversityOfNottingham|Acquirer109764201|Adult109605289|AlumniOfTheUniversityOfNottingham|Alumnus109786338|Associate109816771|BritishEconomists|BritishEmigrantsToTheUnitedStates|BritishNobelLaureates|BritishStatisticians|CausalAgent100007347|Colleague109935990|Econometrician110043491|Economist110043643|Educator110045713|Emigrant110051975|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Mathematician110301261|Object100002684|Organism100004475|Peer109626238|Person100007846|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|SocialScientist110619642|Statistician110653238|Traveler109629752|Whole100003553|YagoLegalActorGeo|Econometricians|FellowsOfTheEconometricSociety|Migrant110314952|PhysicalEntity100001930|NobelLaureatesInEconomics|PeopleFromSwansea|YagoLegalActor}"
"NULL","Ei-ichi Negishi","{Nobel Prize in Chemistry|Order of Culture|Person of Cultural Merit}","1935-07-14","1935-01-01T00:00:00+02:00","NULL","NULL","NULL","Japan","{University of Pennsylvania|University of Tokyo}","NULL","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|JapaneseChemists|JapaneseNobelLaureates|JapanesePeopleFromManchukuo|LivingPeople|Acquirer109764201|CausalAgent100007347|Chemist109913824|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInChemistry|YagoLegalActor}"
"NULL","J. Michael Bishop","{Nobel Prize in Physiology or Medicine|National Medal of Science}","1936-02-22","1936-01-01T00:00:00+02:00","NULL","NULL","NULL","United States","NULL","Virology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GettysburgCollegeAlumni|HarvardMedicalSchoolAlumni|LivingPeople|Acquirer109764201|Alumnus109786338|AmericanBiologists|AmericanImmunologists|AmericanMicrobiologists|AmericanNobelLaureates|AmericanVirologists|Biologist109855630|CausalAgent100007347|Honoree110183757|Immunologist110199902|Intellectual109621545|Laureate110249011|LivingThing100004258|Microbiologist110313580|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Virologist110755394|Whole100003553|YagoLegalActorGeo|MedicalScientist110306004|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|PeopleFromYorkPennsylvania|YagoLegalActor}"
"NULL","Yuan T. Lee","Nobel Prize in Chemistry","1936-11-19","1936-01-01T00:00:00+02:00","NULL","NULL","NULL","Taiwan","{University of California Berkeley|National Taiwan University|National Tsing Hua University}","Chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|LivingPeople|Academician109759069|Acquirer109764201|Adult109605289|Alumnus109786338|AmericanAcademics|AmericanNobelLaureates|CausalAgent100007347|Chemist109913824|Educator110045713|Emigrant110051975|Honoree110183757|Intellectual109621545|Laureate110249011|Lector110252222|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|EthnicChineseNobelLaureates|FaradayLecturers|Migrant110314952|PhysicalEntity100001930|TaiwaneseAcademics|TaiwaneseChemists|TaiwaneseEducators|TaiwaneseEmigrantsToTheUnitedStates|TaiwaneseNobelLaureates|NationalTaiwanUniversityAlumni|NobelLaureatesInChemistry|PeopleFromHsinchu|PeopleWhoLostUnitedStatesCitizenship|PhysicalChemists|YagoLegalActor}"
"NULL","Günter Blobel","Nobel Prize in Physiology or Medicine","1936-05-21","1936-01-01T00:00:00+02:00","NULL","NULL","{Germany|United States}","NULL","{University of Tübingen|University of Wisconsin–Madison}","Biology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GermanBiologists|GermanNobelLaureates|GoetheUniversityFrankfurtAlumni|LivingPeople|Acquirer109764201|Alumnus109786338|AmericanBiologists|AmericanNobelLaureates|AmericanPeopleOfGermanDescent|Biologist109855630|CausalAgent100007347|Citizen109923673|Emigrant110051975|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|Migrant110314952|National109625401|PhysicalEntity100001930|SilesianEmigrantsToTheUnitedStates|NaturalizedCitizensOfTheUnitedStates|NobelLaureatesInPhysiologyOrMedicine|PeopleFrom%C5%BBaga%C5%84County|PeopleFromTheProvinceOfLowerSilesia|YagoLegalActor}"
"NULL","Harald zur Hausen","Nobel Prize in Physiology or Medicine","1936-03-11","1936-01-01T00:00:00+02:00","NULL","NULL","NULL","Germany","NULL","Virology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GermanMedicalResearchers|GermanNobelLaureates|KnightCommandersOfTheOrderOfMeritOfTheFederalRepublicOfGermany|LivingPeople|Acquirer109764201|CancerResearchers|CausalAgent100007347|CommandingOfficer109941964|Honoree110183757|Laureate110249011|LivingThing100004258|MilitaryOfficer110317007|Object100002684|Organism100004475|Person100007846|Recipient109627906|ResearchWorker110523076|Scientist110560637|Serviceman110582746|SkilledWorker110605985|Whole100003553|Worker109632518|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|PeopleFromGelsenkirchen|PeopleFromTheProvinceOfWestphalia|YagoLegalActor}"
"NULL","James Mirrlees","Nobel Memorial Prize in Economic Sciences","1936-07-05","1936-01-01T00:00:00+02:00","NULL","NULL","NULL","United Kingdom","{Trinity College Cambridge|University of Edinburgh}","Political economy","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|InformationEconomists|LivingPeople|Acquirer109764201|AlumniOfTheUniversityOfEdinburgh|AlumniOfTrinityCollegeCambridge|Alumnus109786338|Associate109816771|CausalAgent100007347|Colleague109935990|Economist110043643|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|SocialScientist110619642|Whole100003553|YagoLegalActorGeo|FellowsOfNuffieldCollegeOxford|FellowsOfTheBritishAcademy|FellowsOfTheEconometricSociety|FellowsOfTheRoyalSocietyOfEdinburgh|PhysicalEntity100001930|PublicEconomists|ScottishEconomists|ScottishNobelLaureates|NobelLaureatesInEconomics|PeopleEducatedAtDouglas-EwartHighSchool|PeopleFromDumfriesAndGalloway|YagoLegalActor}"
"Alan Jay Heeger","Alan J. Heeger","{Nobel Prize in Chemistry|ENI award|Balzan Prize}","1936-01-22","1936-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","{University of Nebraska–Lincoln|University of California Berkeley}","{Chemistry|Physics}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LivingPeople|Acquirer109764201|AmericanNobelLaureates|AmericanPhysicists|CausalAgent100007347|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleFromSiouxCityIowa|PolymerScientistsAndEngineers|YagoLegalActor}"
"NULL","Gerhard Ertl","{Wolf Prize in Chemistry|Nobel Prize in Chemistry}","1936-10-10","1936-01-01T00:00:00+02:00","NULL","NULL","NULL","Germany","{University of Stuttgart|Technische Universität München}","Surface science","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GermanChemists|GermanNobelLaureates|KnightCommandersOfTheOrderOfMeritOfTheFederalRepublicOfGermany|LeibnizPrizeWinners|LivingPeople|Acquirer109764201|Adult109605289|Associate109816771|CausalAgent100007347|Chemist109913824|Colleague109935990|CommandingOfficer109941964|Educator110045713|Gambler110118844|Honoree110183757|Laureate110249011|Lector110252222|LivingThing100004258|MilitaryOfficer110317007|Object100002684|Organism100004475|Peer109626238|Person100007846|PrizeWinner109627807|Professional110480253|Recipient109627906|Scientist110560637|Serviceman110582746|SkilledWorker110605985|Whole100003553|Worker109632518|YagoLegalActorGeo|FaradayLecturers|FellowsOfTheLeopoldina|PhysicalEntity100001930|Winner110782791|NobelLaureatesInChemistry|PeopleFromStuttgart|PhysicalChemists|YagoLegalActor}"
"NULL","Ferid Murad","{Albert Lasker Award for Basic Medical Research|Nobel Prize in Physiology or Medicine}","1936-09-14","1936-01-01T00:00:00+02:00","NULL","NULL","United States","United States","{DePauw University|Case Western Reserve University School of Medicine}","{Biochemistry|Pharmacology}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|LivingPeople|Acquirer109764201|Adult109605289|AlbanianScientists|Alumnus109786338|AmericanNobelLaureates|AmericanPeopleOfAlbanianDescent|AmericanScientists|CausalAgent100007347|HealthProfessional110165109|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Pharmacist110421470|Pharmacologist110421753|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|CaseWesternReserveUniversityAlumni|DePauwUniversityAlumni|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|PeopleFromLakeCountyIndiana|Pharmacologists|YagoLegalActor}"
"NULL","Frankétienne","Nobel Prize","1936-04-12","1936-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","{agent|artist|person|writer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HaitianArtists|HaitianCreole-languageWriters|HaitianDramatistsAndPlaywrights|HaitianNovelists|HaitianPainters|HaitianPoets|LaureatesOfThePrinceClausAward|LivingPeople|Acquirer109764201|Artist109812338|CausalAgent100007347|Communicator109610660|Creator109614315|Dramatist110030277|Honoree110183757|Laureate110249011|LivingThing100004258|Novelist110363573|Object100002684|Organism100004475|Painter110391653|Person100007846|Poet110444194|Recipient109627906|Whole100003553|Writer110794014|YagoLegalActorGeo|PhysicalEntity100001930|YagoLegalActor}"
"NULL","Hideki Shirakawa","Nobel Prize in Chemistry","1936-08-20","1936-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","Tokyo Institute of Technology","NULL","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|JapaneseNobelLaureates|JapaneseScientists|LivingPeople|Acquirer109764201|CausalAgent100007347|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleFromGifuPrefecture|PolymerScientistsAndEngineers|YagoLegalActor}"
"Kenneth Geddes Wilson","Kenneth G. Wilson","{Nobel Prize in Physics|Wolf Prize}","1936-06-08","1936-01-01T00:00:00+02:00","NULL","Saco Maine","NULL","United States","{California Institute of Technology|Harvard University}","Theoretical physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|HarvardUniversityAlumni|LivingPeople|TheoreticalPhysicists|Acquirer109764201|Alumnus109786338|AmericanNobelLaureates|AmericanPeopleOfScottishDescent|AmericanPhysicists|Associate109816771|CausalAgent100007347|Colleague109935990|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|PutnamFellows|NobelLaureatesInPhysics|YagoLegalActor}"
"NULL","Mario Capecchi","{Albert Lasker Award for Basic Medical Research|Nobel Prize in Physiology or Medicine|Wolf Prize in Medicine}","1937-10-06","1937-01-01T00:00:00+02:00","NULL","NULL","NULL","United States","{Ohio|Antioch College|Harvard University|George School}","Genetics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HarvardUniversityAlumni|ItalianInventors|ItalianNobelLaureates|LivingPeople|Acquirer109764201|Alumnus109786338|AmericanBiologists|AmericanNobelLaureates|AmericanPeopleOfItalianDescent|AmericanQuakers|AntiochCollegeAlumni|Biologist109855630|CausalAgent100007347|Creator109614315|Honoree110183757|Intellectual109621545|Inventor110214637|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|ReligiousPerson109628382|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|PeopleFromSaltLakeCityUtah|PeopleFromVerona|YagoLegalActor}"
"Herskó Ferenc","Avram Hershko","Nobel Prize in Chemistry","1937-12-31","1937-01-01T00:00:00+02:00","NULL","NULL","NULL","Israel","NULL","Chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HungarianEmigrantsToIsrael|HungarianNobelLaureates|HungarianScientists|IsraeliChemists|IsraeliNobelLaureates|IsraeliPhysicians|LivingPeople|Acquirer109764201|Adult109605289|CausalAgent100007347|Chemist109913824|Doctor110020890|Emigrant110051975|HealthProfessional110165109|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Professional110480253|Recipient109627906|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|MedicalPractitioner110305802|Migrant110314952|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleFromHaifa|PeopleFromKarcag|YagoLegalActor}"
"Roald Safran","Roald Hoffmann","{Nobel Prize in Chemistry|Priestley Medal}","1937-07-18","1937-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","{Columbia University|Stuyvesant High School|Harvard University}","Chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|HarvardUniversityAlumni|JewishAmericanScientists|LivingPeople|TheoreticalChemists|Acquirer109764201|Alumnus109786338|AmericanChemists|AmericanNobelLaureates|AmericanPeopleOfPolish-JewishDescent|AmericanPeopleOfUkrainian-JewishDescent|CausalAgent100007347|Chemist109913824|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|ColumbiaUniversityAlumni|PhysicalEntity100001930|StuyvesantHighSchoolAlumni|NobelLaureatesInChemistry|PeopleFromZolochiv|PolishNobelLaureates|PolishPhysicalChemists|YagoLegalActor}"
"NULL","Robert Coleman Richardson","Nobel Prize in Physics","1937-06-26","1937-01-01T00:00:00+02:00","NULL","Ithaca New York","NULL","United States","{Duke University|Virginia Tech}","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LivingPeople|VirginiaTechAlumni|Acquirer109764201|Alumnus109786338|AmericanNobelLaureates|AmericanPhysicists|CausalAgent100007347|Defender109614684|Guard110150071|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Lookout110271216|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scholar110557854|Scientist110560637|Watchman110770059|Whole100003553|YagoLegalActorGeo|DukeUniversityAlumni|EagleScouts|ExperimentalPhysicists|PhysicalEntity100001930|Preserver110466918|NobelLaureatesInPhysics|YagoLegalActor}"
